repo,age,language,releases,pull_requests,closed_issues,total_issues,closed_issues_ratio,last_update_days,pushed_at,created_at,stars,forks,watchers,collaborators
All-Hands-AI/OpenHands,1,Python,46,3586,2123,2371,0.8954027836355968,0,2025-03-13T23:46:38Z,2024-03-13T03:33:31Z,50399,5528,369,0
xai-org/grok-1,0,Python,0,5,140,220,0.6363636363636364,0,2025-03-13T22:55:50Z,2024-03-17T08:53:38Z,50240,8365,608,0
JetBrains/kotlin,13,Kotlin,249,2064,0,0,0,0,2025-03-13T21:58:00Z,2012-02-13T17:29:58Z,50151,5865,1510,0
prettier/prettier,8,JavaScript,124,8525,5620,6811,0.8251358097195712,0,2025-03-13T22:57:58Z,2016-11-29T17:13:37Z,50104,4464,416,0
mozilla/pdf.js,13,JavaScript,70,7842,9735,10115,0.9624320316361838,0,2025-03-13T20:27:47Z,2011-04-26T06:32:03Z,50074,10197,1120,0
sickcodes/Docker-OSX,4,Shell,0,105,276,649,0.4252696456086287,0,2025-03-13T19:54:53Z,2020-06-04T11:01:37Z,49921,2791,446,0
tiimgreen/github-cheat-sheet,10,Unknown,0,129,48,70,0.6857142857142857,0,2025-03-13T23:41:51Z,2014-04-12T16:38:42Z,49910,5290,1378,0
wagoodman/dive,6,Go,26,141,167,338,0.4940828402366864,0,2025-03-13T21:42:55Z,2018-05-13T15:44:01Z,49842,1857,364,0
meilisearch/meilisearch,6,Rust,243,1956,1971,2153,0.915466790524849,0,2025-03-13T23:42:04Z,2018-04-23T11:45:28Z,49738,1952,289,0
jekyll/jekyll,16,Ruby,112,3178,4766,4873,0.9780422737533347,0,2025-03-13T18:20:26Z,2008-10-20T06:29:03Z,49735,10068,1417,0
withastro/astro,3,TypeScript,1000,6910,5086,5236,0.9713521772345302,0,2025-03-13T21:27:08Z,2021-03-15T17:19:47Z,49714,2653,203,0
jgthms/bulma,9,CSS,21,638,2381,2697,0.8828327771598072,0,2025-03-13T18:33:22Z,2016-01-23T23:48:34Z,49639,3950,582,0
DefinitelyTyped/DefinitelyTyped,12,TypeScript,1,51155,7516,8078,0.9304283238425353,0,2025-03-13T23:54:04Z,2012-10-05T16:39:45Z,49415,30335,640,0
rclone/rclone,11,Go,108,2015,4690,5637,0.8320028383892141,0,2025-03-13T19:05:23Z,2014-03-16T16:19:57Z,49298,4389,573,0
facebookresearch/segment-anything,1,Jupyter Notebook,0,16,172,688,0.25,0,2025-03-13T23:51:20Z,2023-03-23T17:03:03Z,49266,5812,313,0
rust-unofficial/awesome-rust,10,Rust,0,1487,126,136,0.9264705882352942,0,2025-03-13T23:41:57Z,2014-07-17T10:45:10Z,49226,2866,828,0
vuejs/core,6,TypeScript,238,2978,4908,5557,0.8832103653050207,0,2025-03-13T23:49:30Z,2018-06-12T13:49:36Z,49187,8547,758,0
ngosang/trackerslist,8,Unknown,0,1,460,467,0.9850107066381156,0,2025-03-13T23:07:45Z,2016-04-24T11:57:57Z,49019,6636,1300,0
marktext/marktext,7,JavaScript,36,939,1629,2844,0.5727848101265823,0,2025-03-13T23:55:45Z,2017-11-12T16:05:25Z,48877,3597,420,0
chinese-poetry/chinese-poetry,8,JavaScript,1,135,91,205,0.44390243902439025,0,2025-03-13T19:48:17Z,2016-09-02T03:32:25Z,48798,9787,1152,0
TryGhost/Ghost,11,JavaScript,851,12467,6965,7009,0.9937223569696105,0,2025-03-13T21:33:54Z,2013-05-04T11:09:13Z,48642,10613,1030,0
etcd-io/etcd,11,Go,247,9265,6538,6823,0.958229517807416,0,2025-03-13T22:07:09Z,2013-07-06T21:57:21Z,48638,9907,1304,0
ethereum/go-ethereum,11,Go,210,7820,8077,8277,0.9758366557931618,0,2025-03-13T22:15:27Z,2013-12-26T13:05:46Z,48576,20665,2212,0
vsouza/awesome-ios,10,Swift,0,2233,484,485,0.9979381443298969,0,2025-03-13T23:42:03Z,2014-07-10T16:03:45Z,48437,6882,1809,0
cypress-io/cypress,10,TypeScript,360,6702,13434,14819,0.9065389027599703,0,2025-03-13T21:53:52Z,2015-03-04T00:46:28Z,48412,3264,602,0
FFmpeg/FFmpeg,13,C,0,16,0,0,0,0,2025-03-13T22:48:45Z,2011-04-14T14:12:38Z,48334,12448,1462,0
romkatv/powerlevel10k,6,Shell,33,167,2450,2536,0.9660883280757098,0,2025-03-13T22:47:39Z,2019-02-24T19:09:45Z,48313,2262,185,0
laurent22/joplin,8,TypeScript,370,3872,6367,6851,0.929353379068749,0,2025-03-13T23:35:17Z,2017-01-16T21:49:41Z,48148,5237,485,0
moment/moment,14,JavaScript,0,714,3905,4141,0.9430089350398454,0,2025-03-13T23:38:50Z,2011-03-01T02:46:06Z,48069,7066,860,0
NARKOZ/hacker-scripts,9,JavaScript,0,63,52,87,0.5977011494252874,0,2025-03-13T23:17:35Z,2015-11-21T19:05:09Z,48047,6652,2085,0
ReactiveX/RxJava,12,Java,235,3297,3156,3167,0.9965266814019577,0,2025-03-13T22:58:14Z,2013-01-08T20:11:48Z,48040,7606,2204,0
mlabonne/llm-course,1,Jupyter Notebook,0,1,28,76,0.3684210526315789,0,2025-03-13T23:27:53Z,2023-06-17T22:16:25Z,47975,5117,471,0
mastodon/mastodon,9,Ruby,271,16712,7924,11847,0.6688613151008694,0,2025-03-13T23:46:36Z,2016-02-22T15:01:25Z,47921,7124,713,0
poteto/hiring-without-whiteboards,8,JavaScript,0,1299,0,0,0,0,2025-03-13T22:26:41Z,2017-03-15T05:09:01Z,47773,3727,886,0
appwrite/appwrite,5,TypeScript,104,3386,3282,3869,0.8482812096148876,0,2025-03-13T22:42:47Z,2019-04-08T16:36:25Z,47632,4212,376,0
go-gitea/gitea,8,Go,206,17075,11702,14248,0.8213082537900056,0,2025-03-13T23:15:11Z,2016-11-01T02:13:26Z,47530,5701,489,0
starship/starship,5,Rust,134,2803,1731,2395,0.7227557411273486,0,2025-03-13T23:34:21Z,2019-04-02T03:23:12Z,47514,2052,190,0
iamkun/dayjs,6,JavaScript,119,694,843,1725,0.48869565217391303,0,2025-03-13T23:33:35Z,2018-04-10T09:26:44Z,47513,2335,277,0
charlax/professional-programming,9,Python,0,38,28,28,1.0,0,2025-03-13T20:28:40Z,2015-11-07T05:07:52Z,47410,3764,968,0
WerWolv/ImHex,4,C++,79,599,1082,1293,0.8368136117556071,0,2025-03-13T23:05:16Z,2020-11-10T14:27:00Z,47397,2050,492,0
firstcontributions/first-contributions,8,Unknown,0,80287,840,868,0.967741935483871,0,2025-03-13T22:47:40Z,2016-09-20T14:35:09Z,47337,83808,507,0
PaddlePaddle/PaddleOCR,4,Python,17,2619,9424,9460,0.9961945031712474,0,2025-03-13T23:55:55Z,2020-05-08T10:38:16Z,47305,8064,450,0
algorithm-visualizer/algorithm-visualizer,8,JavaScript,0,183,76,114,0.6666666666666666,0,2025-03-13T13:32:39Z,2016-05-15T00:27:45Z,47212,7340,1213,0
minimaxir/big-list-of-naughty-strings,9,Python,0,90,32,101,0.31683168316831684,0,2025-03-13T22:31:25Z,2015-08-08T20:57:20Z,46996,2152,847,0
justjavac/awesome-wechat-weapp,8,Unknown,0,277,0,0,0,0,2025-03-13T23:42:05Z,2016-09-22T20:04:48Z,46988,8741,1919,0
AlistGo/alist,4,Go,124,783,3623,4031,0.8987844207392707,0,2025-03-13T23:50:33Z,2020-12-23T17:40:29Z,46958,6055,211,0
agalwood/Motrix,6,JavaScript,21,192,589,1325,0.44452830188679243,0,2025-03-13T22:47:39Z,2018-12-18T11:45:05Z,46910,4612,481,0
PowerShell/PowerShell,9,C#,181,7344,11733,12726,0.9219707685054219,0,2025-03-13T20:56:46Z,2016-01-13T23:41:35Z,46731,7532,1430,0
toeverything/AFFiNE,2,TypeScript,440,6725,2122,2519,0.8423977768955935,0,2025-03-13T23:47:04Z,2022-07-31T18:45:21Z,46653,3085,236,0
Avik-Jain/100-Days-Of-ML-Code,6,Unknown,0,6,0,0,0,0,2025-03-13T22:55:28Z,2018-07-05T09:11:43Z,46650,10813,2450,0
serverless/serverless,9,JavaScript,432,4722,5335,6456,0.826363073110285,0,2025-03-13T23:08:10Z,2015-04-21T03:48:40Z,46615,5737,928,0
JuliaLang/julia,13,Julia,173,25037,20782,24803,0.8378825142119904,0,2025-03-13T21:54:45Z,2011-04-21T07:01:50Z,46576,5554,929,0
square/okhttp,12,Kotlin,0,3523,3972,4117,0.9647801797425309,0,2025-03-13T23:38:52Z,2012-07-23T13:42:55Z,46212,9193,1616,0
kamranahmedse/design-patterns-for-humans,8,Unknown,0,50,47,52,0.9038461538461539,0,2025-03-13T23:41:06Z,2017-02-16T21:24:39Z,46096,5379,1199,0
typescript-cheatsheets/react,6,JavaScript,0,370,212,217,0.9769585253456221,0,2025-03-13T23:30:27Z,2018-06-02T04:08:16Z,46031,4180,392,0
ziishaned/learn-regex,7,Unknown,0,124,35,86,0.4069767441860465,0,2025-03-13T17:54:48Z,2017-07-22T12:21:03Z,45939,6269,899,0
karan/Projects,11,Unknown,0,19,34,76,0.4473684210526316,0,2025-03-13T21:25:34Z,2013-07-04T13:37:27Z,45931,10632,1838,0
v2ray/v2ray-core,9,Go,247,203,2576,2584,0.9969040247678018,0,2025-03-13T19:07:26Z,2015-09-04T11:42:53Z,45825,8943,1347,0
x64dbg/x64dbg,9,C++,2,699,1959,2547,0.7691401648998822,0,2025-03-13T23:15:54Z,2015-04-11T20:48:23Z,45594,2512,2720,0
gogs/gogs,11,Go,82,1744,4217,5127,0.8225082894480202,0,2025-03-13T22:52:57Z,2014-02-12T01:57:08Z,45585,4880,1007,0
huginn/huginn,12,Ruby,1,1042,1568,2156,0.7272727272727273,0,2025-03-13T20:47:52Z,2013-03-10T06:00:31Z,45171,3894,740,0
unionlabs/union,1,Rust,78,2047,1448,1713,0.8453006421482778,0,2025-03-13T23:44:44Z,2023-05-16T22:33:39Z,45154,2383,1035,0
Asabeneh/30-Days-Of-Python,5,Python,0,55,72,122,0.5901639344262295,0,2025-03-13T22:46:42Z,2019-11-19T17:24:16Z,45061,8616,834,0
slab/quill,12,TypeScript,95,379,3262,3720,0.8768817204301075,0,2025-03-13T22:15:33Z,2012-07-30T23:23:18Z,44853,3466,489,0
android/architecture-samples,9,Kotlin,0,231,346,480,0.7208333333333333,0,2025-03-13T11:23:54Z,2016-02-05T13:42:07Z,44835,11704,2398,0
pandas-dev/pandas,14,Python,109,26554,23640,27260,0.8672046955245781,0,2025-03-13T22:55:37Z,2010-08-24T01:37:33Z,44827,18328,1108,0
nlohmann/json,11,C++,44,812,2237,2289,0.9772826561817387,0,2025-03-13T20:04:59Z,2013-07-04T08:47:49Z,44737,6897,754,0
hashicorp/terraform,11,Go,353,12292,19482,21290,0.9150775011742602,0,2025-03-13T20:13:10Z,2014-03-13T22:25:48Z,44733,9750,1153,0
type-challenges/type-challenges,4,TypeScript,0,574,3650,35166,0.1037934368424046,0,2025-03-13T22:29:15Z,2020-07-23T14:33:11Z,44720,4871,161,0
pixijs/pixijs,12,TypeScript,285,3572,5465,5850,0.9341880341880342,0,2025-03-13T19:50:54Z,2013-01-21T22:40:50Z,44712,4840,990,0
hacksider/Deep-Live-Cam,1,Python,5,69,646,662,0.9758308157099698,0,2025-03-13T23:24:43Z,2023-09-24T13:19:31Z,44615,6582,273,0
jestjs/jest,11,TypeScript,203,5596,7733,8004,0.9661419290354822,0,2025-03-13T22:54:48Z,2013-12-10T00:18:04Z,44606,6526,560,0
meteor/meteor,13,JavaScript,0,2413,8883,9158,0.9699716095217297,0,2025-03-13T13:58:31Z,2012-01-19T01:58:17Z,44585,5204,1528,0
infiniflow/ragflow,1,TypeScript,24,2479,1652,3058,0.540222367560497,0,2025-03-13T23:54:45Z,2023-12-12T06:13:13Z,44479,3997,212,0
pocketbase/pocketbase,2,Go,198,49,1712,1733,0.9878822850548182,0,2025-03-13T23:45:52Z,2022-07-05T06:06:21Z,44459,2148,246,0
ColorlibHQ/AdminLTE,11,Astro,75,1539,2732,2861,0.9549108703250612,0,2025-03-13T23:51:22Z,2013-12-25T02:52:40Z,44409,18178,1976,0
dkhamsing/open-source-ios-apps,10,Unknown,37,1260,301,302,0.9966887417218543,0,2025-03-13T23:42:06Z,2015-01-26T23:32:34Z,44228,5513,1440,0
TanStack/query,5,TypeScript,1000,2488,1992,2055,0.9693430656934306,0,2025-03-13T23:00:30Z,2019-09-10T19:23:58Z,44173,3074,206,0
jakevdp/PythonDataScienceHandbook,8,Jupyter Notebook,0,28,78,199,0.39195979899497485,0,2025-03-13T22:55:33Z,2016-08-10T14:24:36Z,44080,18137,1808,0
Asabeneh/30-Days-Of-JavaScript,5,JavaScript,0,98,59,169,0.34911242603550297,0,2025-03-13T18:37:26Z,2019-12-23T14:07:40Z,44065,10190,849,0
hiyouga/LLaMA-Factory,1,Python,33,442,5807,6153,0.94376726799935,0,2025-03-13T23:45:57Z,2023-05-28T10:09:12Z,44036,5384,245,0
bigskysoftware/htmx,4,JavaScript,24,876,934,1494,0.6251673360107095,0,2025-03-13T23:29:53Z,2020-04-13T16:17:51Z,43896,1420,214,0
FuelLabs/fuels-ts,3,TypeScript,143,1878,1326,1415,0.9371024734982332,0,2025-03-13T11:18:49Z,2021-09-03T18:11:03Z,43874,1370,119,0
FuelLabs/fuels-rs,3,Rust,114,872,556,641,0.8673946957878315,0,2025-03-13T16:03:36Z,2021-10-31T22:33:54Z,43865,1349,129,0
astral-sh/uv,1,Rust,161,5935,4263,5594,0.7620664998212371,0,2025-03-13T23:55:12Z,2023-10-02T20:24:11Z,43842,1232,87,0
brillout/awesome-react-components,8,Unknown,0,324,44,51,0.8627450980392157,0,2025-03-13T23:42:14Z,2016-06-24T15:19:33Z,43801,3568,761,0
vercel/hyper,8,TypeScript,88,3291,2870,3789,0.7574557930852468,0,2025-03-13T19:46:16Z,2016-07-01T06:01:21Z,43786,3531,485,0
lllyasviel/Fooocus,1,Python,21,447,1369,1571,0.8714194780394653,0,2025-03-13T23:32:58Z,2023-08-09T18:43:40Z,43766,6615,344,0
google/zx,3,JavaScript,81,388,459,469,0.9786780383795309,0,2025-03-13T21:09:57Z,2021-05-05T05:50:01Z,43738,1127,156,0
parcel-bundler/parcel,7,JavaScript,39,2579,4919,5426,0.9065610025801696,0,2025-03-13T23:52:53Z,2017-08-07T16:36:47Z,43716,2273,449,0
aymericdamien/TensorFlow-Examples,9,Jupyter Notebook,0,88,70,236,0.2966101694915254,0,2025-03-13T08:55:41Z,2015-11-11T14:21:19Z,43549,14909,2034,0
discourse/discourse,12,Ruby,0,27741,0,0,0,0,2025-03-13T23:28:01Z,2013-01-12T00:25:55Z,43461,8468,897,0
astaxie/build-web-application-with-golang,12,Go,0,757,182,302,0.6026490066225165,0,2025-03-13T14:03:00Z,2012-08-02T11:49:35Z,43459,10622,2335,0
babel/babel,10,TypeScript,428,6076,8302,8926,0.9300918664575397,0,2025-03-13T19:55:47Z,2014-09-28T13:38:23Z,43448,5681,804,0
isocpp/CppCoreGuidelines,9,CSS,4,807,952,1198,0.7946577629382304,0,2025-03-13T22:04:28Z,2015-08-19T20:22:52Z,43396,5462,1966,0
dypsilon/frontend-dev-bookmarks,11,Unknown,1,129,82,107,0.7663551401869159,0,2025-03-13T23:42:14Z,2013-06-22T13:23:55Z,43381,5107,1990,0
browser-use/browser-use,0,Python,37,278,149,457,0.32603938730853393,0,2025-03-13T23:55:27Z,2024-10-31T16:00:56Z,43378,4395,269,0
square/retrofit,14,HTML,2,1060,2608,2733,0.9542627149652396,0,2025-03-13T23:39:46Z,2010-09-06T21:39:43Z,43366,7311,1553,0
serhii-londar/open-source-mac-os-apps,7,Unknown,0,523,158,206,0.7669902912621359,0,2025-03-13T23:43:13Z,2017-11-03T02:35:33Z,43175,2350,982,0
skylot/jadx,11,Java,30,525,1398,1820,0.7681318681318682,0,2025-03-13T22:09:47Z,2013-03-18T17:08:21Z,43144,5007,818,0
akullpp/awesome-java,10,Unknown,0,699,135,135,1.0,0,2025-03-13T22:56:25Z,2014-07-09T10:12:43Z,43026,7442,2190,0
jesseduffield/lazydocker,5,Go,42,186,185,344,0.5377906976744186,0,2025-03-13T23:51:15Z,2019-05-18T08:53:50Z,42887,1351,264,0
kelseyhightower/kubernetes-the-hard-way,8,Unknown,0,71,300,421,0.7125890736342043,0,2025-03-13T23:29:13Z,2016-07-07T14:15:27Z,42878,14554,972,0
oobabooga/text-generation-webui,2,Python,58,1077,3606,3815,0.9452162516382699,0,2025-03-13T20:30:33Z,2022-12-21T04:17:37Z,42869,5526,345,0
Homebrew/brew,9,Ruby,414,12189,4576,4647,0.9847213255863998,0,2025-03-13T23:34:52Z,2016-03-06T05:08:38Z,42835,10073,732,0
lyswhut/lx-music-desktop,5,TypeScript,109,80,1190,2021,0.5888174171202375,0,2025-03-13T17:23:03Z,2019-08-14T14:31:08Z,42787,6164,370,0
streamich/react-use,6,TypeScript,256,1520,244,588,0.41496598639455784,0,2025-03-13T23:41:49Z,2018-10-27T10:16:05Z,42670,3209,262,0
grpc/grpc,10,C++,340,19628,10949,11622,0.9420925830321804,0,2025-03-13T23:12:04Z,2014-12-08T18:58:53Z,42636,10699,1351,0
react-hook-form/react-hook-form,6,TypeScript,567,2002,4637,4671,0.9927210447441661,0,2025-03-13T21:19:32Z,2019-03-05T23:47:10Z,42631,2145,174,0
dani-garcia/vaultwarden,7,Rust,69,914,2209,2220,0.9950450450450451,0,2025-03-13T23:41:03Z,2018-02-17T22:40:20Z,42560,2012,248,0
yangshun/front-end-interview-handbook,7,MDX,0,310,87,100,0.87,0,2025-03-13T23:53:57Z,2018-01-13T19:40:08Z,42498,5867,772,0
RVC-Boss/GPT-SoVITS,1,Python,2,292,861,1593,0.5404896421845574,0,2025-03-13T22:00:24Z,2024-01-14T18:05:21Z,42265,4709,236,0
Leaflet/Leaflet,14,JavaScript,31,3014,4822,5226,0.9226942212016839,0,2025-03-13T23:20:38Z,2010-09-22T16:57:44Z,42226,5892,894,0
dbeaver/dbeaver,9,Java,219,5608,15719,18586,0.8457441084687399,0,2025-03-13T23:33:55Z,2015-10-21T08:26:28Z,42222,3596,521,0
RocketChat/Rocket.Chat,9,TypeScript,1000,13636,13640,16191,0.8424433327157063,0,2025-03-13T21:55:37Z,2015-05-19T07:36:09Z,42194,11441,877,0
maybe-finance/maybe,1,Ruby,26,887,575,598,0.9615384615384616,0,2025-03-13T22:45:36Z,2024-01-01T22:23:46Z,42136,3006,193,0
k88hudson/git-flight-rules,10,Unknown,0,224,55,73,0.7534246575342466,0,2025-03-13T05:30:39Z,2014-07-22T20:35:09Z,42016,3198,652,0
Unitech/pm2,11,JavaScript,124,550,4075,5041,0.8083713548899027,0,2025-03-13T21:13:27Z,2013-05-21T03:25:25Z,41986,2632,642,0
rasbt/LLMs-from-scratch,1,Jupyter Notebook,0,291,121,123,0.983739837398374,0,2025-03-13T22:50:37Z,2023-07-23T18:15:57Z,41878,5702,422,0
LeCoupa/awesome-cheatsheets,7,JavaScript,0,169,59,92,0.6413043478260869,0,2025-03-13T20:20:36Z,2017-11-09T02:47:15Z,41840,6375,741,0
jeecgboot/JeecgBoot,6,Java,54,94,6848,6896,0.9930394431554525,0,2025-03-13T23:12:21Z,2018-11-26T10:40:00Z,41826,15145,839,0
DovAmir/awesome-design-patterns,6,Unknown,0,31,5,15,0.3333333333333333,0,2025-03-13T23:43:25Z,2018-06-04T17:47:48Z,41769,3020,717,0
Alamofire/Alamofire,10,Swift,102,650,2745,2784,0.9859913793103449,0,2025-03-13T23:56:28Z,2014-07-31T05:56:19Z,41747,7598,1063,0
microsoft/monaco-editor,8,JavaScript,91,463,3135,3761,0.8335549056102101,0,2025-03-13T20:32:15Z,2016-06-07T16:56:31Z,41731,3687,527,0
GitSquared/edex-ui,8,JavaScript,29,399,553,559,0.9892665474060823,0,2025-03-13T22:44:06Z,2017-01-28T09:35:02Z,41721,2673,1500,0
acmesh-official/acme.sh,9,Shell,44,1380,2177,3200,0.6803125,0,2025-03-13T23:56:33Z,2015-12-26T12:56:33Z,41644,5170,488,0
prisma/prisma,5,TypeScript,210,5838,8732,10923,0.7994140803808477,0,2025-03-13T23:01:54Z,2019-06-20T13:33:47Z,41517,1659,237,0
yarnpkg/yarn,9,JavaScript,152,1654,4730,6596,0.7171012734990904,0,2025-03-13T16:11:18Z,2016-01-19T17:39:16Z,41512,2732,553,0
microsoft/autogen,1,Python,79,2180,2108,2571,0.8199144301828083,0,2025-03-13T23:31:14Z,2023-08-18T11:43:45Z,41372,6155,449,0
vllm-project/vllm,2,Python,50,5046,5673,7110,0.7978902953586497,0,2025-03-13T23:42:07Z,2023-02-09T11:23:20Z,41357,6239,350,0
sudheerj/reactjs-interview-questions,6,JavaScript,0,158,101,107,0.9439252336448598,0,2025-03-13T20:32:03Z,2018-05-31T17:17:01Z,41327,9745,624,0
alex/what-happens-when,11,Unknown,0,108,53,291,0.18213058419243985,0,2025-03-13T23:13:47Z,2013-11-07T04:30:06Z,41294,5684,678,0
odoo/odoo,10,Python,0,6179,15033,18089,0.8310575487865554,0,2025-03-13T22:11:34Z,2014-05-13T15:38:58Z,41244,26785,1513,0
pyenv/pyenv,12,Roff,120,937,1750,1816,0.9636563876651982,0,2025-03-13T18:17:38Z,2012-08-31T06:57:52Z,41193,3137,390,0
metabase/metabase,10,Clojure,626,28848,18124,21839,0.8298914785475525,0,2025-03-13T23:20:18Z,2015-02-02T19:25:47Z,41184,5430,644,0
DigitalPlatDev/FreeDomain,0,HTML,0,0,0,0,0,0,2025-03-13T18:58:04Z,2024-05-30T13:23:00Z,41160,930,54,0
faif/python-patterns,12,Python,0,265,80,90,0.8888888888888888,0,2025-03-13T21:08:39Z,2012-06-06T21:02:35Z,41065,6958,1641,0
bailicangdu/vue2-elm,8,Vue,0,21,512,628,0.8152866242038217,0,2025-03-13T06:04:14Z,2016-12-23T01:49:20Z,41063,12426,1483,0
THUDM/ChatGLM-6B,2,Python,0,49,749,1305,0.5739463601532567,0,2025-03-13T23:27:25Z,2023-03-13T12:00:18Z,41027,5227,394,0
Mintplex-Labs/anything-llm,1,JavaScript,12,870,2005,2236,0.896690518783542,0,2025-03-13T23:37:28Z,2023-06-04T02:29:14Z,40924,3927,291,0
apache/dubbo,12,Java,109,5619,6346,7151,0.8874283317018599,0,2025-03-13T23:42:00Z,2012-06-19T07:56:02Z,40797,26501,3025,0
styled-components/styled-components,8,TypeScript,172,953,2640,2931,0.9007164790174002,0,2025-03-13T19:35:31Z,2016-08-16T06:41:32Z,40729,2508,344,0
apache/spark,11,Scala,0,7,0,0,0,0,2025-03-13T23:13:54Z,2014-02-25T08:00:08Z,40721,28542,2015,0
nolimits4web/swiper,13,JavaScript,82,595,5494,5661,0.9704999116763823,0,2025-03-13T18:18:01Z,2012-03-14T19:11:45Z,40649,9747,682,0
hpcaitech/ColossalAI,3,Python,49,3625,1287,1705,0.7548387096774194,0,2025-03-13T23:36:49Z,2021-10-28T16:19:44Z,40587,4477,392,0
nwjs/nw.js,13,JavaScript,0,575,6432,7362,0.8736756316218419,0,2025-03-13T22:47:41Z,2012-01-04T06:21:10Z,40521,3879,1564,0
dcloudio/uni-app,6,JavaScript,0,325,3765,4709,0.7995328095136972,0,2025-03-13T14:55:20Z,2018-07-12T08:52:39Z,40515,3665,513,0
Light-City/CPlusPlusThings,5,C++,0,72,218,226,0.9646017699115044,0,2025-03-13T16:24:47Z,2019-07-14T08:45:45Z,40459,8641,547,0
Stability-AI/stablediffusion,2,Python,0,18,76,321,0.2367601246105919,0,2025-03-13T22:58:15Z,2022-11-23T23:59:50Z,40449,5181,451,0
mingrammer/diagrams,5,Python,44,309,218,523,0.4168260038240918,0,2025-03-13T23:08:32Z,2020-02-02T15:23:24Z,40398,2599,405,0
Kong/kong,10,Lua,144,6407,4432,4486,0.9879625501560411,0,2025-03-13T23:18:04Z,2014-11-17T23:56:08Z,40335,4882,1018,0
apachecn/ailearning,8,Python,2,478,112,114,0.9824561403508771,0,2025-03-13T22:55:42Z,2017-02-25T08:53:02Z,40313,11517,1670,0
vuetifyjs/vuetify,8,TypeScript,580,4089,13972,14513,0.9627230758630194,0,2025-03-13T23:31:30Z,2016-09-12T00:39:35Z,40311,6977,588,0
getsentry/sentry,14,Python,145,63714,12684,14808,0.8565640194489466,0,2025-03-13T23:56:38Z,2010-08-30T22:06:41Z,40270,4281,684,0
hexojs/hexo,12,TypeScript,114,935,3888,3967,0.9800857070834383,0,2025-03-13T13:54:42Z,2012-09-23T15:17:08Z,40105,4904,813,0
karpathy/nanoGPT,2,Python,0,45,105,325,0.3230769230769231,0,2025-03-13T23:12:04Z,2022-12-28T00:51:12Z,40033,6578,396,0
microsoft/markitdown,0,Python,7,113,48,194,0.24742268041237114,0,2025-03-13T23:34:16Z,2024-11-13T19:56:40Z,40016,1867,131,0
coreybutler/nvm-windows,10,Go,23,107,820,897,0.9141583054626533,0,2025-03-13T23:47:53Z,2014-09-20T16:37:28Z,39981,3465,461,0
fastlane/fastlane,10,Ruby,549,6223,12478,13096,0.9528100183262065,0,2025-03-13T19:12:17Z,2014-12-02T17:00:38Z,39960,5777,729,0
run-llama/llama_index,2,Python,364,6194,5307,6005,0.8837635303913406,0,2025-03-13T23:37:18Z,2022-11-02T04:24:54Z,39940,5694,262,0
psf/black,7,Python,46,1546,2346,2679,0.8756998880179171,0,2025-03-13T23:41:48Z,2018-03-14T19:54:45Z,39914,2557,231,0
spf13/cobra,11,Go,24,612,977,1190,0.8210084033613445,0,2025-03-13T23:35:25Z,2013-09-03T20:40:26Z,39724,2904,369,0
iina/iina,8,Swift,44,776,2309,4047,0.5705460835186558,0,2025-03-13T17:58:15Z,2016-12-19T07:18:45Z,39679,2607,531,0
termux/termux-app,9,Java,91,160,2416,2776,0.8703170028818443,0,2025-03-13T23:21:20Z,2015-10-23T09:42:46Z,39664,4254,1310,0
ClickHouse/ClickHouse,8,C++,632,45177,19151,23050,0.8308459869848156,0,2025-03-13T23:25:13Z,2016-06-02T08:28:18Z,39503,7172,688,0
bannedbook/fanqiang,10,Kotlin,3,3,460,782,0.5882352941176471,0,2025-03-13T23:49:28Z,2015-01-14T00:34:25Z,39314,7320,1200,0
apache/airflow,9,Python,93,25020,9803,10941,0.8959875696919842,0,2025-03-13T22:02:16Z,2015-04-13T18:04:58Z,39145,14793,765,0
tldraw/tldraw,3,TypeScript,62,2939,1211,1486,0.8149394347240915,0,2025-03-13T23:32:38Z,2021-05-09T11:48:37Z,39136,2429,158,0
chubin/cheat.sh,7,Python,0,124,132,252,0.5238095238095238,0,2025-03-13T20:28:45Z,2017-05-07T21:40:56Z,39085,1808,582,0
2dust/v2rayNG,5,Kotlin,229,411,3146,3157,0.9965156794425087,0,2025-03-13T23:33:23Z,2019-05-15T02:15:31Z,39073,5846,559,0
Dogfalo/materialize,10,JavaScript,41,449,4599,5223,0.8805284319356692,0,2025-03-13T19:30:03Z,2014-09-12T19:35:38Z,38869,4728,962,0
tabler/tabler,7,MDX,48,609,933,979,0.9530132788559755,0,2025-03-13T22:48:51Z,2018-02-01T09:08:59Z,38863,4086,648,0
floodsung/Deep-Learning-Papers-Reading-Roadmap,8,Python,0,28,5,55,0.09090909090909091,0,2025-03-13T20:57:40Z,2016-10-14T11:49:48Z,38838,7348,2094,0
google-research/bert,6,Python,0,32,354,1145,0.3091703056768559,0,2025-03-13T22:29:11Z,2018-10-25T22:57:34Z,38822,9670,998,0
php/php-src,13,C,11,3751,3110,3892,0.7990750256937307,0,2025-03-13T23:53:53Z,2011-06-16T01:52:25Z,38750,7825,1375,0
1c7/chinese-independent-developer,7,Unknown,0,269,163,164,0.9939024390243902,0,2025-03-13T23:39:27Z,2017-09-21T11:08:23Z,38723,3204,1249,0
