API_Type,Query_Type,Query_Param,Response_Time_ms,Response_Size_bytes,Status
GraphQL,Simple Query,20,2.0728111267089844,89,Success
GraphQL,Simple Query,21,1.9993782043457031,89,Success
GraphQL,Simple Query,22,2.466917037963867,89,Success
GraphQL,Simple Query,23,2.214193344116211,89,Success
GraphQL,Simple Query,24,2.0723342895507812,89,Success
GraphQL,Simple Query,25,1.9147396087646484,89,Success
GraphQL,Simple Query,26,1.9483566284179688,89,Success
GraphQL,Simple Query,27,1.9924640655517578,89,Success
GraphQL,Simple Query,28,1.8508434295654297,89,Success
GraphQL,Simple Query,29,2.204418182373047,90,Success
GraphQL,Simple Query,30,2.1886825561523438,89,Success
GraphQL,Simple Query,31,2.1600723266601562,89,Success
GraphQL,Simple Query,32,2.0933151245117188,89,Success
GraphQL,Simple Query,33,1.9826889038085938,89,Success
GraphQL,Simple Query,34,1.7971992492675781,89,Success
GraphQL,Simple Query,35,2.2039413452148438,89,Success
GraphQL,Simple Query,36,1.9793510437011719,89,Success
GraphQL,Simple Query,37,1.9907951354980469,89,Success
GraphQL,Simple Query,38,1.922607421875,89,Success
GraphQL,Simple Query,39,1.9009113311767578,90,Success
GraphQL,Simple Query,40,1.9652843475341797,89,Success
GraphQL,Simple Query,41,2.0186901092529297,89,Success
GraphQL,Simple Query,42,1.9221305847167969,89,Success
GraphQL,Simple Query,43,1.8842220306396484,89,Success
GraphQL,Simple Query,44,2.1517276763916016,89,Success
GraphQL,Simple Query,45,1.88446044921875,89,Success
GraphQL,Simple Query,46,1.8079280853271484,89,Success
GraphQL,Simple Query,47,2.1054744720458984,89,Success
GraphQL,Simple Query,48,2.0270347595214844,89,Success
GraphQL,Simple Query,49,2.045154571533203,90,Success
GraphQL,Simple Query,50,2.050638198852539,89,Success
GraphQL,Simple Query,51,2.2933483123779297,89,Success
GraphQL,Simple Query,52,2.1102428436279297,89,Success
GraphQL,Simple Query,53,2.294778823852539,89,Success
GraphQL,Simple Query,54,2.1262168884277344,89,Success
GraphQL,Simple Query,55,2.1605491638183594,89,Success
GraphQL,Simple Query,56,2.037525177001953,89,Success
GraphQL,Simple Query,57,1.9633769989013672,89,Success
GraphQL,Simple Query,58,1.9686222076416016,89,Success
GraphQL,Simple Query,59,1.8815994262695312,90,Success
GraphQL,Simple Query,60,1.9125938415527344,89,Success
GraphQL,Simple Query,61,1.970529556274414,89,Success
GraphQL,Simple Query,62,1.9290447235107422,89,Success
GraphQL,Simple Query,63,2.2783279418945312,89,Success
GraphQL,Simple Query,64,2.1271705627441406,89,Success
GraphQL,Simple Query,65,2.204418182373047,89,Success
GraphQL,Simple Query,66,2.027750015258789,89,Success
GraphQL,Simple Query,67,1.8732547760009766,89,Success
GraphQL,Simple Query,68,1.8541812896728516,89,Success
GraphQL,Simple Query,69,2.019166946411133,90,Success
GraphQL,Simple Query,70,1.9180774688720703,89,Success
GraphQL,Simple Query,71,1.8167495727539062,89,Success
GraphQL,Simple Query,72,1.9125938415527344,89,Success
GraphQL,Simple Query,73,1.9948482513427734,89,Success
GraphQL,Simple Query,74,2.1216869354248047,89,Success
GraphQL,Simple Query,75,1.9612312316894531,89,Success
GraphQL,Simple Query,76,1.9679069519042969,89,Success
GraphQL,Simple Query,77,1.9998550415039062,89,Success
GraphQL,Simple Query,78,2.007007598876953,89,Success
GraphQL,Simple Query,79,2.0041465759277344,90,Success
GraphQL,Simple Query,80,2.133607864379883,89,Success
GraphQL,Simple Query,81,2.0220279693603516,89,Success
GraphQL,Simple Query,82,2.0575523376464844,89,Success
GraphQL,Simple Query,83,1.9104480743408203,89,Success
GraphQL,Simple Query,84,1.8565654754638672,89,Success
GraphQL,Simple Query,85,1.8875598907470703,89,Success
GraphQL,Simple Query,86,1.88446044921875,89,Success
GraphQL,Simple Query,87,1.8813610076904297,89,Success
GraphQL,Simple Query,88,2.018451690673828,89,Success
GraphQL,Simple Query,89,2.216815948486328,90,Success
GraphQL,Simple Query,90,2.186298370361328,89,Success
GraphQL,Simple Query,91,1.9800662994384766,89,Success
GraphQL,Simple Query,92,2.043485641479492,89,Success
GraphQL,Simple Query,93,2.2106170654296875,89,Success
GraphQL,Simple Query,94,1.9383430480957031,89,Success
GraphQL,Simple Query,95,1.985788345336914,89,Success
GraphQL,Simple Query,96,1.9233226776123047,89,Success
GraphQL,Simple Query,97,1.9147396087646484,89,Success
GraphQL,Simple Query,98,2.092599868774414,89,Success
GraphQL,Simple Query,99,2.0279884338378906,90,Success
GraphQL,Simple Query,100,1.928091049194336,92,Success
GraphQL,Simple Query,101,2.0599365234375,92,Success
GraphQL,All Users Query,N/A,16.15166664123535,74802,Success
GraphQL,Filtered Query,City 1,3.8161277770996094,7502,Success
